Date,Entry Time,Entry Price,Exit Time Long,Exit Time Short,Exit Price Long,Exit Price Short,P&L Long,P&L Short,Total P&L
2018-10-01,09:16:00,10883.7,15:25:00,15:01:00,11028.8,10984.8,3627.4999999999636,-2527.4999999999636,1100.0
2018-10-03,09:16:00,10956.5,15:16:00,15:25:00,10851.2,10854.1,-2632.499999999982,2559.999999999991,-72.4999999999909
2018-10-04,09:16:00,10681.0,13:41:00,15:25:00,10579.5,10573.2,-2537.5,2694.999999999982,157.4999999999818
2018-10-05,09:16:00,10463.2,15:07:00,15:25:00,10358.1,10279.2,-2627.500000000009,4600.0,1972.499999999991
2018-10-08,09:16:00,10292.0,15:25:00,11:15:00,10353.0,10394.1,1525.0,-2552.500000000009,-1027.500000000009
2018-10-09,09:16:00,10367.2,15:25:00,15:25:00,10302.9,10302.9,-1607.5000000000273,1607.5000000000273,0.0
2018-10-10,09:16:00,10329.2,15:25:00,10:40:00,10461.3,10429.5,3302.4999999999636,-2507.499999999982,794.9999999999818
2018-10-11,09:16:00,10195.8,15:25:00,12:45:00,10247.0,10298.0,1280.0000000000182,-2555.000000000018,-1275.0
2018-10-12,09:16:00,10366.5,15:25:00,12:52:00,10466.2,10468.1,2492.500000000018,-2540.000000000009,-47.499999999990905
2018-10-15,09:16:00,10467.2,15:25:00,15:25:00,10524.0,10524.0,1419.9999999999818,-1419.9999999999818,0.0
2018-10-16,09:16:00,10545.2,15:25:00,15:25:00,10581.0,10581.0,894.9999999999818,-894.9999999999818,0.0
2018-10-17,09:16:00,10699.7,11:11:00,15:25:00,10598.3,10451.2,-2535.0000000000364,6212.5,3677.4999999999636
2018-10-19,09:16:00,10332.5,15:25:00,15:25:00,10313.7,10313.7,-469.9999999999818,469.9999999999818,0.0
2018-10-22,09:16:00,10363.7,15:02:00,15:25:00,10262.2,10244.2,-2537.5,2987.5,450.0
2018-10-23,09:16:00,10176.8,15:25:00,15:25:00,10169.7,10169.7,-177.49999999996362,177.49999999996362,0.0
2018-10-24,09:16:00,10263.5,11:03:00,15:25:00,10162.0,10238.5,-2537.5,625.0,-1912.5
2018-10-25,09:16:00,10133.8,15:25:00,15:25:00,10134.6,10134.6,20.000000000027285,-20.000000000027285,0.0
2018-10-26,09:16:00,10077.8,15:25:00,15:25:00,10022.8,10022.8,-1375.0,1375.0,0.0
2018-10-29,09:16:00,10041.3,15:25:00,12:46:00,10259.2,10152.7,5447.500000000036,-2785.0000000000364,2662.5
2018-10-30,09:16:00,10216.1,15:25:00,15:25:00,10199.6,10199.6,-412.5,412.5,0.0
